Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня
2025-12-22,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,29,м,420.0,12180.0,CLNT-1093,Склад Астана (Главный РЦ),5015
2025-12-22,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,108,м,420.0,45360.0,CLNT-1110,Склад Алматы (Южный РЦ),4015
2025-12-22,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,127,м,680.0,86360.0,CLNT-1064,Склад Астана (Главный РЦ),4803
2025-12-22,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,28,м,950.0,26600.0,CLNT-1025,Склад Астана (Главный РЦ),1314
2025-12-22,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,1,м,180.0,180.0,CLNT-1069,Склад Астана (Главный РЦ),3228
2025-12-22,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,146,м,180.0,26280.0,CLNT-1024,Склад Астана (Главный РЦ),3082
2025-12-22,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,26,м,180.0,4680.0,CLNT-1089,Склад Алматы (Южный РЦ),3134
2025-12-22,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,46,м,540.0,24840.0,CLNT-1108,Склад Астана (Главный РЦ),4806
2025-12-22,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,46,шт,1150.0,52900.0,CLNT-1029,Склад Алматы (Южный РЦ),2477
2025-12-22,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,13,шт,1150.0,14950.0,CLNT-1064,Склад Астана (Главный РЦ),1004
2025-12-22,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,6,шт,1150.0,6900.0,CLNT-1027,Склад Алматы (Южный РЦ),2471
2025-12-22,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,1,шт,1150.0,1150.0,CLNT-1044,Склад Астана (Главный РЦ),846
2025-12-22,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,57,шт,1150.0,65550.0,CLNT-1067,Склад Алматы (Южный РЦ),1983
2025-12-22,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,28,шт,1150.0,32200.0,CLNT-1113,Склад Астана (Главный РЦ),818
2025-12-22,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,106,шт,1082.45,114739.7,CLNT-1032,Склад Алматы (Южный РЦ),1877
2025-12-22,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,5,шт,4600.0,23000.0,CLNT-1008,Склад Астана (Главный РЦ),387
2025-12-22,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,5,шт,4600.0,23000.0,CLNT-1115,Склад Астана (Главный РЦ),382
2025-12-22,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,9,шт,4200.0,37800.0,CLNT-1104,Склад Астана (Главный РЦ),702
2025-12-22,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,20,шт,3850.0,77000.0,CLNT-1097,Склад Астана (Главный РЦ),560
2025-12-22,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,13,шт,3850.0,50050.0,CLNT-1057,Склад Алматы (Южный РЦ),882
2025-12-22,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,24,шт,3850.0,92400.0,CLNT-1095,Склад Астана (Главный РЦ),536
2025-12-22,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,8,шт,3850.0,30800.0,CLNT-1040,Склад Алматы (Южный РЦ),874
2025-12-22,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1077,Склад Алматы (Южный РЦ),160
2025-12-22,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1008,Склад Алматы (Южный РЦ),159
2025-12-22,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,1,шт,18500.0,18500.0,CLNT-1093,Склад Астана (Главный РЦ),102
2025-12-22,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,24,шт,5400.0,129600.0,CLNT-1095,Склад Астана (Главный РЦ),1370
2025-12-22,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,28,шт,5400.0,151200.0,CLNT-1047,Склад Алматы (Южный РЦ),837
2025-12-22,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,22,шт,5400.0,118800.0,CLNT-1097,Склад Астана (Главный РЦ),1348
2025-12-22,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,40,шт,4500.53,180021.2,CLNT-1095,Склад Астана (Главный РЦ),529
2025-12-22,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,40,шт,4596.65,183866.0,CLNT-1005,Склад Астана (Главный РЦ),489
2025-12-22,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,19,шт,4800.0,91200.0,CLNT-1112,Склад Астана (Главный РЦ),470
2025-12-22,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,1,шт,4800.0,4800.0,CLNT-1118,Склад Астана (Главный РЦ),469
2025-12-22,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,72,шт,420.0,30240.0,CLNT-1115,Склад Астана (Главный РЦ),3160
2025-12-22,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,70,шт,420.0,29400.0,CLNT-1019,Склад Астана (Главный РЦ),3090
2025-12-22,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,67,шт,420.0,28140.0,CLNT-1096,Склад Астана (Главный РЦ),3023
2025-12-22,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,64,шт,420.0,26880.0,CLNT-1003,Склад Астана (Главный РЦ),2959
2025-12-22,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,5,шт,6200.0,31000.0,CLNT-1048,Склад Алматы (Южный РЦ),425
2025-12-22,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,7,шт,6200.0,43400.0,CLNT-1080,Склад Алматы (Южный РЦ),418
2025-12-22,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,5,шт,3100.0,15500.0,CLNT-1001,Склад Астана (Главный РЦ),373
2025-12-22,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,9,шт,3100.0,27900.0,CLNT-1104,Склад Астана (Главный РЦ),364
2025-12-22,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,28,шт,1450.0,40600.0,CLNT-1023,Склад Астана (Главный РЦ),1615
2025-12-22,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,11,шт,1450.0,15950.0,CLNT-1002,Склад Астана (Главный РЦ),1604
2025-12-22,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,37,шт,1200.0,44400.0,CLNT-1034,Склад Астана (Главный РЦ),1330
2025-12-22,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,10,шт,1200.0,12000.0,CLNT-1002,Склад Астана (Главный РЦ),1320
2025-12-22,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,2,шт,1200.0,2400.0,CLNT-1020,Склад Астана (Главный РЦ),1318
2025-12-22,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,26,шт,1200.0,31200.0,CLNT-1109,Склад Астана (Главный РЦ),1292
2025-12-22,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,7,шт,850.0,5950.0,CLNT-1062,Склад Астана (Главный РЦ),1400
2025-12-22,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,16,шт,850.0,13600.0,CLNT-1063,Склад Астана (Главный РЦ),1384
2025-12-22,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,1,шт,850.0,850.0,CLNT-1109,Склад Астана (Главный РЦ),1383
2025-12-22,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,40,шт,720.0,28800.0,CLNT-1085,Склад Астана (Главный РЦ),1136
2025-12-22,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,31,шт,720.0,22320.0,CLNT-1013,Склад Астана (Главный РЦ),1105
2025-12-22,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,20,м,160.0,3200.0,CLNT-1090,Склад Алматы (Южный РЦ),2940
2025-12-22,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,7,м,2850.0,19950.0,CLNT-1018,Склад Астана (Главный РЦ),780
2025-12-22,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,77,м,2850.0,219450.0,CLNT-1063,Склад Астана (Главный РЦ),703
2025-12-22,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,23,м,2850.0,65550.0,CLNT-1053,Склад Алматы (Южный РЦ),1077
2025-12-22,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,21,м,2850.0,59850.0,CLNT-1039,Склад Астана (Главный РЦ),682
2025-12-22,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,1,м,75.0,75.0,CLNT-1039,Склад Астана (Главный РЦ),10836
2025-12-22,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,123,м,75.0,9225.0,CLNT-1054,Склад Алматы (Южный РЦ),4187
2025-12-22,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1067,Склад Астана (Главный РЦ),120
2025-12-22,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,5,шт,24500.0,122500.0,CLNT-1047,Склад Астана (Главный РЦ),223
