Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня,Тип_Транзакции,Примечание_Закупщика
2025-11-29,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,23,шт,5400.0,124200.0,CLNT-1068,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,23,шт,5400.0,124200.0,CLNT-1007,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,22,шт,4800.0,105600.0,CLNT-1096,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,18,шт,4800.0,86400.0,CLNT-1019,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,74,шт,420.0,31080.0,CLNT-1098,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,54,шт,420.0,22680.0,CLNT-1111,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,6,шт,6200.0,37200.0,CLNT-1004,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,6,шт,6200.0,37200.0,CLNT-1146,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,10,шт,3100.0,31000.0,CLNT-1146,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,9,шт,3100.0,27900.0,CLNT-1146,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,20,шт,1450.0,29000.0,CLNT-1042,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,19,шт,1450.0,27550.0,CLNT-1042,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,15,шт,1200.0,18000.0,CLNT-1148,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,20,шт,1200.0,24000.0,CLNT-1121,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,21,шт,850.0,17850.0,CLNT-1053,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,6,шт,850.0,5100.0,CLNT-1041,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,17,шт,720.0,12240.0,CLNT-1017,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,19,шт,720.0,13680.0,CLNT-1068,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,52,м,160.0,8320.0,CLNT-1043,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,43,м,160.0,6880.0,CLNT-1038,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,39,м,2850.0,111150.0,CLNT-1046,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,25,м,2850.0,71250.0,CLNT-1015,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,90,м,75.0,6750.0,CLNT-1141,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,59,м,75.0,4425.0,CLNT-1076,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,7,шт,14200.0,99400.0,CLNT-1074,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,5,шт,14200.0,71000.0,CLNT-1070,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1002,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,5,шт,24500.0,122500.0,CLNT-1010,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,26,шт,480.0,12480.0,CLNT-1063,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2025-11-29,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,17,шт,480.0,8160.0,CLNT-1134,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
